Depth_m,RockType,Formation,NaturalGamma_API,SP_mV,SPResistance_Ohm,FluidResistivity_Ohm,Temperature_DegC,Res8_Ohm-m,Res16_Ohm-m,Res32_Ohm-m,Res64_Ohm-m,NearDensity_gcc,FarDensity_gcc,MS_mCGS
42.8,MS_B_SCH,Menihek Fm (HW),301.525,721,4065.79,121.638,3.4082,3613.3,3648.45,2408.03,4761.64,2.80706,2.84882,0.292522
43,MS_B_SCH,Menihek Fm (HW),269.529,715.75,3952.96,121.645,3.39063,3877.91,3566.33,2214.63,4730.77,2.77099,2.84831,0.269016
43.2,MS_B_SCH,Menihek Fm (HW),250.809,709.875,3948.82,121.668,3.41797,3335.61,3129.99,2112.19,4810.5,2.7749,2.83644,0.261616
43.4,MS_B_SCH,Menihek Fm (HW),242.47,701,4241.82,121.713,3.41992,2400.19,2492.84,2085.19,4732.8,2.81566,2.8015,0.277939
43.6,MS_B_SCH,Menihek Fm (HW),239.639,691,3826.91,121.75,3.42969,1902.56,2067.84,2103.55,4707.13,2.74474,2.78997,0.305146
43.8,MS_B_SCH,Menihek Fm (HW),225.122,692.75,3069.18,121.84,3.38477,1951.1,2011.56,2068.95,4901.09,2.69817,2.81822,0.218303
44,MS_B_SCH,Menihek Fm (HW),184.985,705.5,2778.8,121.886,3.39648,2253.94,2086.63,2058.18,5015.34,2.8231,2.79606,0.176732
44.2,MS_B_SCH,Menihek Fm (HW),236.619,715.25,2777.08,121.961,3.43262,2370.26,2359.29,2180.43,5046.75,2.83621,2.85854,0.214603
44.4,MS_B_SCH,Menihek Fm (HW),219.104,719.375,3166.3,122.073,3.40234,2582.97,2798.84,2339.82,5027.33,2.77749,2.85562,0.187396
44.6,MS_B_SCH,Menihek Fm (HW),228.152,723.5,3193.57,122.269,3.38477,3228.73,3371.68,2506.42,5002.53,2.81671,2.89978,0.165849
44.8,MS_B_SCH,Menihek Fm (HW),275.076,726.5,3179.36,122.344,3.37988,3964.26,4030.08,2604.67,4987.83,2.75735,2.87796,0.16759
45,MS_B_SCH,Menihek Fm (HW),290.298,727,3731.81,122.464,3.38184,4431.91,4527.8,2663.6,4827.04,2.85928,2.82129,0.173032
45.2,MS_B_SCH,Menihek Fm (HW),292.241,724.875,4163.29,122.592,3.39648,4606.22,4772.91,2684.64,4549.91,2.80258,2.87178,0.183914
45.4,MS_B_SCH,Menihek Fm (HW),253.284,721.875,4452.93,122.734,3.39551,4541.95,4627.45,2529.11,4220.13,2.74254,2.81689,0.187396
45.6,MS_B_SCH,Menihek Fm (HW),255.473,719.375,4440.66,122.877,3.4082,4264.18,4013.64,2258.94,4135.06,2.7954,2.81436,0.191097
45.8,MS_B_SCH,Menihek Fm (HW),254.495,715.75,4384.88,123.005,3.40234,3552.48,3114.49,1959.2,4173.78,2.8064,2.88737,0.381106
46,MS_B_SCH,Menihek Fm (HW),188.152,705.25,4464.01,123.095,3.39648,2363.42,2059.8,1824.66,3833.25,2.81361,2.82526,0.390248
46.2,MS_B_SCH,Menihek Fm (HW),123.558,677.875,4042.49,123.245,3.37402,1396.43,1324.56,1804.47,3614.96,2.85168,2.91241,0.444443
46.4,MS_B_SCH,Menihek Fm (HW),230.977,634.5,3379.65,123.403,3.36426,1387.75,1248.38,1619.81,3725.12,2.80461,2.84573,0.210903
46.6,MS_B_SCH,Menihek Fm (HW),257.232,608.125,2705.39,123.553,3.36621,1526.6,1152.14,1564.95,3787.98,2.83059,2.82573,0.359341
46.8,MS_B_SCH,Menihek Fm (HW),289.732,619.375,2841.26,123.689,3.36914,939.066,932.055,1646.65,3875.33,2.82407,2.8305,0.297963
47,MS_B_SCH,Menihek Fm (HW),253.047,624,3124.29,123.914,3.36426,593.783,952.325,1629.39,4464.47,2.76898,2.80506,0.277939
47.2,MS_B_SCH,Menihek Fm (HW),283.554,600.625,2065.09,124.042,3.33789,699.921,1063.68,1701.24,4795.33,2.78618,2.83291,0.267057
47.4,MS_B_SCH,Menihek Fm (HW),234.85,589.625,1412.07,124.154,3.33789,857.206,1140.82,1898.92,4454.38,2.77059,2.77141,0.287081
47.6,MS_B_SCH,Menihek Fm (HW),261.197,606.5,1847.15,124.214,3.31641,1254.55,1361.72,1993.46,4614.81,2.72271,2.83958,0.323211
47.8,MS_B_SCH,Menihek Fm (HW),224.238,641.875,2177.36,124.275,3.32617,2319.96,2037.57,1977.47,5048.01,2.74679,2.82744,0.328652
48,MS_B_SCH,Menihek Fm (HW),223.258,677.75,2497.58,124.335,3.30859,3399.93,2792.54,2013.21,5354.49,2.83059,2.89717,0.316028
48.2,MS_B_SCH,Menihek Fm (HW),224.845,694.875,3372.59,124.387,3.31641,3532.51,3100.12,2151.01,6041.22,2.7458,2.78009,0.299705
48.4,MS_B_SCH,Menihek Fm (HW),110.295,697.25,4098.47,124.447,3.27344,3298.8,3106.06,2595.69,6983.54,2.89681,2.945,0.294263
48.6,MS_B_SCH,Menihek Fm (HW),29.8368,681.375,4128.42,124.507,3.2998,3820.64,3908.07,3347,7868.15,2.9602,2.95709,0.316028
48.8,MS_B_SCH,Menihek Fm (HW),19.6285,648.5,3939.88,124.605,3.32031,7573.42,7542.81,4270.8,8791.87,2.98794,3.0608,0.209162
49,MS_B_SCH,Menihek Fm (HW),57.0832,615.875,4147.06,124.665,3.2998,15099.6,18279.1,5946.39,9655.34,2.92438,2.95852,0.209162
49.2,QCIF,Sokoman,55.6901,597.625,6064.38,124.725,3.2959,23308.2,31464.8,10743.9,11060.1,2.86935,2.96154,0.192838
49.4,QCIF,Sokoman,45.5303,587,9395.72,124.755,3.2998,29248,43390,17540.6,14467,2.90768,2.95882,0.198279
49.6,QCIF,Sokoman,33.4296,574.875,12480.9,124.77,3.30273,34377.6,52367.2,27069.6,22729.3,2.95378,3.08191,0.198279
49.8,QCIF,Sokoman,23.9478,562.5,14676.6,124.83,3.25684,38235.4,59932,33873,29784.5,3.32921,3.28563,0.201979
50,QCIF,Sokoman,21.7172,551.125,16590,124.921,3.27734,40821.6,64453,37670.8,30648.7,3.13879,3.13797,0.240068
50.2,QCIF,Sokoman,5.86607,542.625,18038.6,124.951,3.25098,41093.3,64715.2,38183.1,23722.4,3.31637,3.22536,0.240068
50.4,QCIF,Sokoman,12.695,536.5,18949.3,125.026,3.28027,38494.6,60192.9,33244.7,14430.4,3.25012,3.3156,0.256174
50.6,QCIF,Sokoman,11.2166,532.875,19075.3,125.011,3.23535,33529.9,49947.2,22456.6,9899.15,3.50983,3.3314,0.248992
50.8,QCIF,Sokoman,31.015,533.5,18084.4,125.018,3.25684,24693.8,32912.2,11083,7774.38,3.33234,3.22477,0.381106
51,QCIF,Sokoman,126.971,538,16171.6,125.018,3.26855,13964.9,16137,6152.01,5891.84,2.98271,3.16282,0.99423
51.2,QCIF,Sokoman,93.8041,547.125,13159.2,125.026,3.23047,6905.3,8405.37,4288.49,5328.98,3.26673,3.10243,0.234627
51.4,QCIF,Sokoman,183.925,561.125,8800.07,125.063,3.21973,5986.59,6054.67,2952.47,6036.33,2.81507,2.85622,1.45717
51.6,QCIF,Sokoman,162.727,572.125,5487.42,125.071,3.22461,5783.5,4722.98,2650.69,6526.6,2.88877,2.85757,0.201979
51.8,QCIF,Sokoman,35.0665,571.25,5319.18,125.086,3.25293,4143.21,3758.78,3139.25,6427.32,3.03292,3.04858,0.205679
52,QCIF,Sokoman,12.1212,555.75,5592.31,125.101,3.21387,5778.12,5245.52,3380.97,6589.93,3.12659,3.17524,0.230927
52.2,QCIF,Sokoman,28.1947,534.625,4451.34,125.138,3.23535,11755.3,12314.2,3636.21,6681.24,3.49066,3.496,0.297963
52.4,QCIF,Sokoman,25.5045,522.75,5270.48,125.169,3.19238,15781.3,18528.8,4761.83,6280.08,3.37737,3.36175,6.21199
52.6,QCIF,Sokoman,50.9616,519.75,8182.24,125.184,3.20898,15606.9,19757.6,5934.75,5270.45,3.42471,3.23403,2.10251
52.8,QCIF,Sokoman,177.881,521.75,9705.46,125.214,3.21387,15030.8,18974.5,5772.41,4297.41,2.88855,3.04538,2.19828
53,QCIF,Sokoman,118.833,530.5,9472.36,125.236,3.2041,14417.8,17037.4,4339.61,3912.3,3.17132,3.08372,0.395471
53.2,QCIF,Sokoman,208.205,539.875,9215.46,125.236,3.19727,11697.4,12068,2655.2,3605.36,2.80093,2.82381,0.650559
53.4,QCIF,Sokoman,265.198,543.875,9102.15,125.266,3.2207,6445.51,5261.79,1813.65,3438.39,2.9272,3.03463,0.218303
53.6,QCIF,Sokoman,80.1091,541,8099.25,125.281,3.1709,2165.68,1788.92,1594.76,3440.38,3.47061,3.363,1.34138
53.8,QCIF,Sokoman,206.778,521.75,5745.52,125.304,3.20898,924.646,1043.37,1510.22,3523.13,3.20484,3.09465,4.68016
54,QCIF,Sokoman,183.509,489.875,3350.39,125.341,3.1875,614.88,901.941,1504.19,3584.91,3.0047,3.04936,0.428119
54.2,QCIF,Sokoman,156.031,469.125,2455.66,125.364,3.21484,473.196,886.461,1545.51,3460.59,2.94034,3.02383,0.500597
54.4,QCIF,Sokoman,198.465,474.75,1865.83,125.379,3.16504,475.089,898.949,1633.61,3575.78,2.81131,2.89381,0.545651
54.6,QCIF,Sokoman,224.668,511.75,1483.36,125.416,3.19238,585.56,925.932,1164.77,3765.53,2.88311,2.93215,0.312328
54.8,QCIF,Sokoman,79.7826,557.625,1523.3,125.454,3.18164,657.301,884.364,818.374,4118.4,2.99058,2.95953,0.410054
55,QCIF,Sokoman,80.4174,564.875,1758.21,125.484,3.19727,594.778,965.891,1271.96,4806.81,2.89731,3.02441,0.252692
55.2,QCIF,Sokoman,45.9497,524.625,1734.33,125.499,3.16992,571.201,1074.53,1859.97,5502.98,2.9951,3.08605,0.252692
55.4,QCIF,Sokoman,27.1906,487.625,1444.8,125.522,3.1875,768.405,1140.42,2344.95,5386.25,3.441,3.32901,0.245292
55.6,QCIF,Sokoman,22.1945,478.875,1500.41,125.567,3.2041,2015.21,1837.7,2630.27,4867.55,3.43312,3.3565,2.88105
55.8,QCIF,Sokoman,28.7291,483.25,1819.31,125.582,3.19336,5628.58,5161.04,2821.64,4478.14,3.37079,3.36768,0.448143
56,QCIF,Sokoman,7.38129,493.875,2942.27,125.619,3.17676,10653.1,9933.05,2699.72,4243.54,3.47447,3.34414,3.63913
56.2,QCIF,Sokoman,7.23358,507.75,5080.97,125.657,3.21484,10293.3,8526.24,2365.69,4220.06,3.51297,3.43585,10.1935
56.4,QCIF,Sokoman,17.9424,523.875,7462.85,125.724,3.21387,5095.21,3997.98,2129.39,4191.73,3.59447,3.38526,38.7139
56.6,QCIF,Sokoman,25.9642,559.625,7776.69,125.739,3.18164,2055.72,1919.01,2037.34,4194.1,3.59599,3.43962,49.7201
56.8,QCIF,Sokoman,18.3267,617.125,5031.63,125.77,3.19824,1630.68,1539.32,2042.63,4010.27,3.73243,3.54936,51.2508
57,MIF,Sokoman,19.7247,660.5,3022.15,125.815,3.20313,1792.38,1648.65,2011.19,3850.63,3.73631,3.61044,49.7601
57.2,MIF,Sokoman,19.7247,669.125,2765.43,125.837,3.19727,1917.98,1806.44,1970.19,4068.84,3.66632,3.50747,51.9529
57.4,MIF,Sokoman,16.9809,658.25,2940.03,125.86,3.16504,1849.95,1798.09,1921.87,3902.11,3.82923,3.81706,49.1979
57.6,MIF,Sokoman,21.479,637.75,2979.51,125.852,3.18164,1605.3,1550.97,1870.66,3556.16,3.87244,3.6435,53.618
57.8,MIF,Sokoman,67.0305,609.25,2894.1,125.867,3.19336,1208.4,1240.62,1775.04,3963.11,3.26666,3.17668,52.3317
58,MIF,Sokoman,293.603,567,2789.23,125.852,3.19141,970.99,1066.56,1650.52,5085,2.83595,2.89132,17.9588
58.2,MIF,Sokoman,380.772,525.125,2415.4,125.845,3.17578,822.784,953.579,1893.16,6196.96,2.79269,2.88632,0.475132
58.4,MIF,Sokoman,145.643,503.75,2414.48,125.807,3.18164,681.693,993.397,2487.91,6634.37,2.86856,2.87655,0.297963
58.6,MIF,Sokoman,41.3493,499.625,2273.76,125.8,3.16992,2542.65,2153.26,2988.39,6719.82,2.95829,3.0847,0.216344
58.8,QCIF,Sokoman,37.8183,515.375,1836.08,125.77,3.14355,9456.95,8493.85,3730.77,6160.51,3.0539,3.17283,0.20372
59,QCIF,Sokoman,24.533,531.75,3044.29,125.732,3.13281,17954.2,21689.7,6902.56,5064.75,3.26893,3.41145,0.363041
59.2,QCIF,Sokoman,20.8252,535.25,6733.54,125.687,3.1709,22722.2,29749.5,11464.9,4141.36,3.37446,3.33933,0.346717
59.4,QCIF,Sokoman,34.2454,542.625,10380.7,125.634,3.17578,21405.8,27461.4,11183.9,3789.28,3.7249,3.61995,13.9532
59.6,QCIF,Sokoman,43.552,555.875,12235.4,125.619,3.1875,15606.9,18854.7,6562.36,3456.43,3.441,3.28575,24.8575
59.8,QCIF,Sokoman,175.197,574.125,11964.5,125.552,3.16504,8934.43,8743.4,3185.49,3255.69,2.78337,2.92358,15.7921
60,QCIF,Sokoman,179.48,593.5,9690.32,125.544,3.18652,3648.04,3206.96,1616.19,3229.68,2.79232,2.87859,0.252692
60.2,QCIF,Sokoman,257.563,610.5,6928.57,125.499,3.17578,1350.04,1363.57,1132.91,3365.79,2.7963,2.7278,0.250733
60.4,QCIF,Sokoman,322.58,620.75,4139.35,125.454,3.19336,634.736,882.517,1348.52,3525.19,2.49035,2.70193,0.272498
60.6,B_MS_SCH,Menihek Fm (HW),327.203,614.5,2408.61,125.379,3.16504,447.257,821.393,1514.14,3534.82,2.77107,2.7554,0.402871
60.8,B_MS_SCH,Menihek Fm (HW),228.019,599.375,1317.87,125.349,3.20898,442.989,878.093,1585.82,3517.46,2.73913,2.8059,0.460767
61,B_MS_SCH,Menihek Fm (HW),206.734,604,567.879,125.462,3.1875,634.682,922.408,1620.61,3377.46,2.72233,2.81402,0.303187
61.2,B_MS_SCH,Menihek Fm (HW),266.933,646.625,714.107,125.514,3.1543,812.882,970.494,1568.53,3458.14,2.71745,2.77612,0.413754
61.4,B_MS_SCH,Menihek Fm (HW),333.952,692.625,1339.94,125.529,3.16406,769.478,920.835,1489.31,3568.71,2.78,2.78147,0.270757
61.6,B_MS_SCH,Menihek Fm (HW),380.231,702.375,1296.08,125.559,3.17578,627.365,815.903,1466.46,3747.18,2.76962,2.73107,0.629011
61.8,B_MS_SCH,Menihek Fm (HW),322.37,665.625,1261.57,125.612,3.16992,467.475,949.269,1473.21,3965.15,2.71255,2.79487,0.377406
62,B_MS_SCH,Menihek Fm (HW),284.286,616.5,1235.38,125.544,3.18652,410.781,867.415,1639.3,4240.69,2.73906,2.82364,0.39373
62.2,B_MS_SCH,Menihek Fm (HW),330.35,612.5,1041.83,125.454,3.14355,434.533,794.489,1722.77,4380.64,2.77773,2.85363,0.323211
62.4,B_MS_SCH,Menihek Fm (HW),263.143,620.875,1047.84,125.199,3.13574,664.996,1005.71,1861.46,4758.53,2.81135,2.88754,0.259874
62.6,B_MS_SCH,Menihek Fm (HW),273.305,637.25,1086.45,125.071,3.0957,1749.01,1610.51,2046.26,4137.65,2.80827,2.92589,0.198279
62.8,B_MS_SCH,Menihek Fm (HW),217.766,679.75,1621.11,125.176,3.12305,3468.71,2847.38,1965.65,3965.95,2.77984,2.8085,0.196538
63,B_MS_SCH,Menihek Fm (HW),238.985,711.75,2677.95,125.086,3.11816,4265.07,3476.07,1917.4,4711.51,2.79585,2.83494,0.201979
63.2,B_MS_SCH,Menihek Fm (HW),261.135,722.125,3855.93,124.876,3.1084,3346.07,2820.47,2048.24,4649.3,2.76793,2.86985,0.232668
63.4,B_MS_SCH,Menihek Fm (HW),266.64,715.25,4412.38,124.8,3.10645,2153.68,2121.25,2289.75,5016.46,2.76914,2.87687,0.279681
63.6,B_MS_SCH,Menihek Fm (HW),258.84,703.5,3912.39,124.861,3.08887,2663.14,2472.92,2434.9,5366.94,2.81746,2.89588,0.194797
63.8,B_MS_SCH,Menihek Fm (HW),251.758,711.75,3043.17,125.063,3.08984,4412.26,4127.57,2659.52,5282.97,2.83288,2.86764,0.201979
64,B_MS_SCH,Menihek Fm (HW),208.935,733.75,3350.44,125.289,3.08203,6144.86,6285.73,3153.74,4986.31,2.88663,2.95223,0.20742
64.2,B_MS_SCH,Menihek Fm (HW),108.669,746.375,4390.85,125.522,3.06836,8003.73,8651.48,3445.83,5022.24,2.93151,2.95188,0.196538
64.4,B_MS_SCH,Menihek Fm (HW),166.485,747.75,5104.93,125.694,3.0791,9358.86,9553.85,3412.69,5071.3,2.81956,2.88227,0.189355
64.6,B_MS_SCH,Menihek Fm (HW),277.3,743.5,6010.25,125.897,3.09473,8033.55,8138.54,3356.2,5163.64,2.78378,2.79522,0.201979
64.8,B_MS_SCH,Menihek Fm (HW),241.023,742.75,6902.45,126.175,3.10059,5856.63,6324.41,3171.87,5276.41,2.78032,2.84247,0.192838
65,B_MS_SCH,Menihek Fm (HW),268.755,747,6280.18,126.318,3.0957,5078.63,5124.93,2974.68,5034.08,2.84939,2.90403,0.196538
65.2,B_MS_SCH,Menihek Fm (HW),269.063,748,5092,126.498,3.08496,4731.68,4837.74,2850.34,4840.94,2.81511,2.89503,0.20742
65.4,B_MS_SCH,Menihek Fm (HW),283.746,741.875,4804.67,126.694,3.07617,4807.32,4785.62,2600.1,5009.93,2.78724,2.82907,0.223744
65.6,B_MS_SCH,Menihek Fm (HW),338.679,735,4542.58,126.949,3.10059,4627.17,4144.32,2444.17,5242.45,2.78945,2.88497,0.234627
65.8,B_MS_SCH,Menihek Fm (HW),261.754,724.125,4562.73,127.204,3.0791,3418.69,3284.36,2536.2,5249.62,2.82834,2.89902,0.241809
66,B_MS_SCH,Menihek Fm (HW),241.141,713.5,4709.8,127.392,3.04688,2871.89,3052.94,2603.79,5316,2.79894,2.85564,0.209162
66.2,B_MS_SCH,Menihek Fm (HW),249.005,715.5,3899.88,128.128,3.08594,3983.87,3798.24,2576.52,5379.55,2.81461,2.8512,0.192838
66.4,B_MS_SCH,Menihek Fm (HW),278.457,731.375,3479.25,128.677,3.07422,5118.18,4808.74,2661.32,5269.6,2.76862,2.85253,0.192838
66.6,B_MS_SCH,Menihek Fm (HW),245.612,749.125,4233.48,128.85,3.08496,5187.12,5316.34,2862.19,5069.84,2.80515,2.8337,0.165849
66.8,B_MS_SCH,Menihek Fm (HW),238.167,760.875,4859.04,129.007,3.06348,5252.85,5442.07,2936.84,4950.23,2.7768,2.84259,0.165849
67,B_MS_SCH,Menihek Fm (HW),288.628,767.75,4788.47,129.218,3.06445,5388.91,5339.24,2832.37,4874.27,2.82898,2.8729,0.165849
67.2,B_MS_SCH,Menihek Fm (HW),303.941,771.125,4820.37,129.361,3.06348,4931.4,4849.28,2688.82,4882.07,2.79676,2.85797,0.180214
67.4,B_MS_SCH,Menihek Fm (HW),238.953,773.875,4997.2,129.526,3.04785,4256.14,4126.92,2508.89,5013.82,2.73675,2.80544,0.173032
67.6,B_MS_SCH,Menihek Fm (HW),224.204,776.375,4802.95,129.744,3.05762,3572.41,3460.32,2417.7,5190.2,2.73492,2.78146,0.223744
67.8,B_MS_SCH,Menihek Fm (HW),229.932,780.25,4359.73,129.954,3.05469,3091.69,3216.64,2478.46,5486.44,2.75974,2.83553,0.28164
68,B_MS_SCH,Menihek Fm (HW),206.254,785.25,4046.61,130.142,3.08398,3282.22,3524.51,2652.75,5728.7,2.77587,2.91393,0.254433
68.2,B_MS_SCH,Menihek Fm (HW),222.243,783.75,3682.23,130.3,3.05762,3921.93,4400.52,2942.77,5801.25,2.8196,2.84271,0.232668
68.4,B_MS_SCH,Menihek Fm (HW),212.694,775.375,3650.03,130.502,3.07227,4768.5,5470,3302.08,5769.39,2.7888,2.85753,0.216344
68.6,B_MS_SCH,Menihek Fm (HW),258.068,769.375,3956.32,130.63,3.04102,6059.56,6631.02,3554.99,5641.35,2.82826,2.89355,0.196538
68.8,B_MS_SCH,Menihek Fm (HW),194.362,766.125,4418.2,130.81,3.03125,7429.87,7806.75,3587.78,5654.7,2.7852,2.85875,0.183914
69,B_MS_SCH,Menihek Fm (HW),248.997,764.375,5270.74,130.938,3.01953,7824.76,8223.72,3543.7,5639.9,2.81143,2.84263,0.185655
69.2,B_MS_SCH,Menihek Fm (HW),281.567,763.125,6021.9,131.073,3.05371,7173.78,7676.36,3512.88,5687.99,2.83612,2.85801,0.247251
69.4,B_MS_SCH,Menihek Fm (HW),200.21,762.5,6211.41,131.126,3.00391,6315.56,6922.9,3349.23,5808.87,2.81843,2.84444,0.174773
69.6,B_MS_SCH,Menihek Fm (HW),206.992,763,5848.09,131.148,3.05859,5805.29,6108.73,3131.16,5740.8,2.7826,2.84069,0.174773
69.8,B_MS_SCH,Menihek Fm (HW),285.639,763,5328.74,131.171,3.01465,4882.14,5141.93,3101.25,5728.45,2.79676,2.89594,0.187396
70,B_MS_SCH,Menihek Fm (HW),250.121,760.625,5140.13,131.171,3.01367,3735.99,4557.4,3131.37,5733.28,2.76926,2.85999,0.17129
70.2,B_MS_SCH,Menihek Fm (HW),264.874,759.125,4706.61,131.148,3.03125,3846.3,4411.24,3058.16,5868.44,2.75465,2.95449,0.169331
70.4,B_MS_SCH,Menihek Fm (HW),226.717,763.875,3808.32,131.148,3.02539,4794.31,4825.4,2973.28,5983.1,2.8106,2.86299,0.180214
70.6,B_MS_SCH,Menihek Fm (HW),264.053,770.625,3890.48,131.148,3.00879,5136.76,5362.05,3085.24,5898.56,2.80076,2.87369,0.192838
70.8,B_MS_SCH,Menihek Fm (HW),241.11,774.125,4645.02,131.171,3.00879,5190,5664.93,3266.26,5752.76,2.76749,2.81111,0.180214
71,B_MS_SCH,Menihek Fm (HW),207.486,775.625,4670.9,131.201,3.00977,5798.55,6210.08,3296.84,5626.88,2.81486,2.83557,0.191097
71.2,B_MS_SCH,Menihek Fm (HW),204.893,775.25,4552.02,131.231,3.00293,6623.06,6824.85,3250.48,5578.31,2.77915,2.84815,0.17129
71.4,B_MS_SCH,Menihek Fm (HW),236.611,771.875,4939.99,131.269,3.00293,6696.4,6897.69,3205.8,5551.67,2.77518,2.91001,0.173032
71.6,B_MS_SCH,Menihek Fm (HW),238.462,768.875,5448.74,131.299,2.99609,6078.57,6360.59,3188.61,5325.11,2.77397,2.90299,0.181955
71.8,B_MS_SCH,Menihek Fm (HW),258.605,760.875,5477.51,131.314,2.99316,5639.59,5876.55,3131.32,4884.41,2.75934,2.86072,0.169331
72,B_MS_SCH,Menihek Fm (HW),296.323,748.25,4771.7,131.299,3.00391,5781.99,5771.51,2901.03,4372.99,2.81023,2.86974,0.196538
72.2,B_MS_SCH,Menihek Fm (HW),228.582,749.875,4252.4,131.276,2.99414,5835.29,5496.26,2509.75,4335.19,2.79647,2.86272,0.183914
72.4,B_MS_SCH,Menihek Fm (HW),278.274,756.875,4621.57,131.284,2.96484,4958.02,4344.7,2082.29,4536,2.76713,2.81188,0.20742
72.6,B_MS_SCH,Menihek Fm (HW),207.227,751,4802.08,131.336,2.97754,3109.71,2591.99,1968.86,4528.39,2.75834,2.89044,0.306887
72.8,B_MS_SCH,Menihek Fm (HW),267.235,736.25,4261.67,131.396,2.98828,1508.05,1706.91,2093.9,4636.5,2.89704,2.83668,0.252692
73,B_MS_SCH,Menihek Fm (HW),255.217,717.625,3430.14,131.441,2.96875,1432.39,1658.22,2142.59,4550.86,2.77696,2.83803,0.348458
73.2,B_MS_SCH,Menihek Fm (HW),212.512,712.5,2269.39,131.494,2.96094,2689.83,2311.95,2176.95,4256.21,2.74238,2.84125,0.205679
73.4,B_MS_SCH,Menihek Fm (HW),230.795,721.875,2010.1,131.494,2.99414,4178.64,3648.54,2119.5,4065.65,2.80436,2.86399,0.200238
73.6,B_MS_SCH,Menihek Fm (HW),245.763,725,3125.88,131.389,2.94531,4561.64,3943.92,2020.52,4151.11,2.74978,2.84018,0.259874
73.8,B_MS_SCH,Menihek Fm (HW),256.669,716,4001.35,131.374,2.99707,3352.91,3010.97,2023.57,4416.51,2.75085,2.83825,0.330393
74,B_MS_SCH,Menihek Fm (HW),267.907,712.875,4224.63,131.389,2.99316,2065.4,2273.91,2037.02,4681.67,2.6998,2.91134,0.335835
74.2,B_MS_SCH,Menihek Fm (HW),226.19,715.125,3734.67,131.449,2.96582,1642.53,1918.96,2147.28,4927.49,2.76962,2.8235,0.339535
74.4,B_MS_SCH,Menihek Fm (HW),273.799,723.875,2882.06,131.502,2.97656,1651.56,1845.49,2295.06,4970.39,2.75322,2.7889,0.330393
74.6,B_MS_SCH,Menihek Fm (HW),300.656,737.75,2602.24,131.539,2.95996,2463.23,2367.88,2350.15,4931.43,2.74054,2.82857,0.31777
74.8,B_MS_SCH,Menihek Fm (HW),265.635,741.5,2707.51,131.599,2.98145,3995.85,3556.89,2430.01,4882.69,2.79738,2.87012,0.344976
75,B_MS_SCH,Menihek Fm (HW),222.148,737.375,3209.58,131.637,2.97168,4970.69,4783.82,2545.18,4729.96,2.80059,2.88011,0.3539
75.2,B_MS_SCH,Menihek Fm (HW),241.231,735.875,4152.65,131.682,2.97363,5346.6,5216.21,2598.82,4741.12,2.78028,2.84117,0.334094
75.4,B_MS_SCH,Menihek Fm (HW),262.87,746.25,4793.14,131.719,2.95313,5074.71,4796.72,2606.58,4733.26,2.6285,2.78658,0.361082
75.6,B_MS_SCH,Menihek Fm (HW),209.928,755.5,5018.53,131.764,2.97754,4086.65,4100.28,2622.17,4587.4,2.80097,2.80914,0.404613
75.8,B_MS_SCH,Menihek Fm (HW),271.566,732.625,4908.7,131.772,2.9834,3484.49,3624.16,2560.41,4588.23,2.74588,2.87805,0.258133
76,B_MS_SCH,Menihek Fm (HW),223.153,691.125,4263.18,131.84,2.9541,3484.97,3443.58,2463.56,4809.94,2.77425,2.82106,0.220044
76.2,B_MS_SCH,Menihek Fm (HW),298.754,706.625,3867.89,131.757,2.9502,3436.18,3420.49,2432.37,4962.47,2.80076,2.78245,0.214603
76.4,B_MS_SCH,Menihek Fm (HW),246.772,746.75,3983.64,131.84,2.9707,3343.68,3434.06,2530.65,4893.1,2.76269,2.88119,0.185655
76.6,B_MS_SCH,Menihek Fm (HW),244.238,753.75,3934.69,131.855,2.96191,3484.45,3637.68,2606,4860.67,2.77813,2.77577,0.191097
76.8,B_MS_SCH,Menihek Fm (HW),210.534,754.5,3830.58,131.825,3.00293,4013.92,3978.48,2580.94,4939.56,2.76986,2.78192,0.176732
77,B_MS_SCH,Menihek Fm (HW),234.007,754.75,3913.09,131.802,2.97168,4418.46,4210.38,2555.91,5035.28,2.77393,2.8119,0.189355
77.2,B_MS_SCH,Menihek Fm (HW),217.362,753.5,4232.76,131.847,2.97266,4324.33,4207.46,2596.92,5062.5,2.71741,2.80384,0.181955
77.4,B_MS_SCH,Menihek Fm (HW),201.361,752.5,4562.55,131.757,2.9873,4226.71,4253.68,2692.92,5043.67,2.75469,2.81953,0.187396
77.6,B_MS_SCH,Menihek Fm (HW),264.845,752.875,4522.8,131.749,2.97949,4517.2,4578.32,2774.97,4876.75,2.69659,2.72327,0.198279
77.8,B_MS_SCH,Menihek Fm (HW),215.405,753.875,4364.29,131.712,2.98828,5034.09,5103.02,2868.83,4697.83,2.7705,2.79191,0.174773
78,B_MS_SCH,Menihek Fm (HW),230.986,755.875,4482.69,131.719,2.9502,5467.22,5629.2,2936.19,4798.16,2.71576,2.80425,0.17129
78.2,B_MS_SCH,Menihek Fm (HW),230.667,756.875,4812.62,131.629,2.93164,5623.63,5897.28,2975.96,4783.59,2.76717,2.79808,0.169331
78.4,B_MS_SCH,Menihek Fm (HW),266.202,755.625,5013.71,131.622,2.91797,5652.97,5885.56,2985.16,4229.25,2.77236,2.88295,0.205679
